,RESDATE,RESCOL,BIDCITY,MONTH,PSTALP,BSTATUS,FAILMON,PO_COST,COST21,BSTATDT,COST20,TERMDATE,BIDNAME,RESTYPE_II,FAILDATE,RESTYPE1,CHCLASS1,FSL_PROG,BRCERT,CERT,BRDOCKET,COST07,COST08,COST09,L_REPDTE,FRAUD,COST03,COST04,COST05,COST06,RSSDID,COMMENTS,BIDCERT,COSTMOSTRECENTASOF,QBRASSET,URL,RESLOS,MONTHTXT,QBFASSET,QBFEQ,TXHC,QBREQ,COST00,COST01,BIDDOCK,COST02,COST18,COST19,RESCOST,ATFIN,COST14,COST15,COST16,COST17,CITY,R_UPDATE,FAILTXT,COST10,COST98,COST11,COST99,COST12,COST13,COST95,DAY,COST96,COST97,QBFDEP,CLOSCD,FIN2,RESEQ,RESTYPE,CITYST,RESDEP,RESPUT,PTRDATE,COSTMOSTRECENT,FAILDAY,INCTDT,TERMI,FAILYR,DOCKET,RESABAL,RESTYPE_OLD,BANKNO,RESPASS,SAVR,NAME,LOSSSHARE,FAILQTR,tagpal,BRDATE,BIDSTATE,CROSSS,OBA,COST,UNINSDEP,RESASSET,difal,CHCLASS,FUND,RESADJ,FIN,QBRDEP,CROSS,ID,REGION
1942,5/3/1990,9726,PFLUGERVILLE,,TX,I,5,,4692,5/1/1997,4692,6/1/1996,HIBERNIA NATIONAL BANK IN T,,5/3/1990,PA,N,,,22262.0,,4692,4692,4692,3/31/1990,,4692,4692,4692,4692,73451,,27569,30-Nov-22,18013,na,4921,,18013.0,-864,0,-864,4692,4692,,4692,4692,4692,,,4692,4692,4692,4692,AUSTIN,1/31/2022,,4692,4692,4692,4692,4692,4692,4694.3826,,4670.9126,4692,18699.0,PANNN,4192,-47.71902,FAILURE,"AUSTIN, TX",915,0,,4692,,5/3/1990,T,1990,,0,,,4247.02342,BIF,"FIRST NATIONAL BANK, NORTHEAST",0,2,,,TX,,0,4692.0,,18806.05306,,N,1,-22,4192,18699,0,2747,South
1943,5/4/1990,25485,JACKSONVILLE,,FL,I,5,,17829,11/1/1999,17829,8/1/1999,BARNETT BANK OF JACKSONVILL,,5/4/1990,PA,NM,,,25138.0,,17829,17829,17829,3/31/1990,,17829,17829,17829,17829,774039,,3566,30-Nov-22,41759,na,18139,,41759.0,-2506,0,-2506,17829,17829,,17829,17829,17829,,,17829,17829,17829,17829,JACKSONVILLE,1/31/2022,,17829,17826,17829,17829,17829,17829,18836.8467,,18175.2597,17859,43458.0,PASNN,4194,150.63957,FAILURE,"JACKSONVILLE, FL",0.00661,-342,,17829,,5/4/1990,T,1990,,0,,,21460.98859,BIF,TUCKER STATE BANK,0,2,,,FL,,0,17829.0,,45309.84158,,NM,1,3876,4194,43458,0,2748,South
1944,7/6/1990,12747,BELTON,,MO,I,5,3314,9892,1/1/1999,9892,2/1/1996,BANK 10,,5/4/1990,IDT,SB,,33097,28257.0,8852,13154,13154,13154,3/31/1990,,13210,13209,13203,13203,701576,,1961,30-Nov-22,25410,na,7726,,25410.0,-1878,,-1878,13224,13215,,13213,9892,9892,3313,,9892,9892,9892,9892,INDEPENDENCE,1/31/2022,,9892,13254,9892,13242,9892,9892,11340.0919,,13318.11729,13318,21072.0,DTNNN,7120,-0.66768,FAILURE,"INDEPENDENCE, MO",19960.16859,7153,5/4/1990,9892,,7/6/1990,T,1990,1243,0,,8869,12896.04864,RTC,FIRST FED. SAVINGS BANK & TRUST,0,2,,5/4/1990,MO,,0,9892.0,,26215.74451,,SB,2,0,7120,21072,,2749,Midwest
1945,,,,3,NJ,,,,,,0,,,,3/11/1939,P&A,SM,,,,,0,0,0,,,0,0,0,0,,,,,,na,,Mar,,,,,0,0,,0,,,,,,,,,RAHWAY,,3/11/1939,0,0,0,0,0,0,0,11,0,0,1187.0,,,,FAILURE,"RAHWAY, NJ",,,,,3/11/2022,,,1939,,,P&A,,,BIF,RAHWAY TRUST COMPANY,,,,,,,,,,,,SM,1,,0,,,275,Northeast
1946,7/12/1991,232808,DENVER,,CO,I,5,352985,391105,1/1/2001,391105,12/1/2000,"CENTRAL BANK DEVER, NA",,5/4/1990,PA,SL,,33082,28526.0,8869,405529,405526,405534,3/31/1990,,406623,406598,406488,406488,183172,,1139,30-Nov-22,980569,na,207541,,980569.0,-73351,,-73351,406883,406719,,406686,391105,391105,340382,,391105,391105,391105,391105,AURORA,1/31/2022,,391105,409851,391105,407457,391105,391105,425681.2548,,415439.3814,415439,794367.0,PANNN,7348,67.76689,FAILURE,"AURORA, CO",643807.01586,13129,6/15/1990,391105,,7/12/1991,T,1990,1777,0,,8207,147948.91965,RTC,CAPITOL FEDERAL SAVINGS & LOAN,0,2,,5/4/1990,CO,,0,391105.0,,575311.54545,,SL,2,-153,7348,794367,,2750,West
1947,8/16/1991,28210,JERSEY CITY,,NJ,I,5,25709,17873,9/1/1995,17873,,PROVIDENT SB,,5/4/1990,PA,SL,,33038,30130.0,8843,20674,20674,20675,3/31/1990,,20794,20792,20780,20780,858377,,12010,30-Nov-22,103314,na,12497,,103314.0,-3250,,-3250,20823,20805,,20801,17873,17873,25539,,17873,17873,17873,17873,MANASQUAN,1/31/2022,,17873,20888,17873,20862,17873,17873,20869.662,,21024.39282,21024,105011.0,PANNN,7376,-5579.83399,FAILURE,"MANASQUAN, NJ",62312.27102,0,5/4/1990,17873,,8/16/1991,,1990,4809,0,,8874,16046.56968,RTC,MUTUAL AIDE S & LA,0,2,,5/4/1990,NJ,,0,17873.0,,56753.11437,,SL,2,0,7376,105011,,2751,Northeast
1948,11/16/1990,15798,CARLSBAD,,NM,I,5,9705,15479,1/1/1995,15479,,WESTERN COMMERCE BANK,,5/4/1990,IDT,SB,,33039,31433.0,8813,16087,16087,16087,3/31/1990,,16134,16133,16129,16129,1005374,,18389,30-Nov-22,26863,na,10445,,26863.0,-8408,,-8408,16146,16139,,16137,15479,15479,9705,,15479,15479,15479,15479,CARLSBAD,1/31/2022,,15479,16171,15479,16161,15479,15479,16257.085,,16224.67404,16225,34154.0,DTNNN,7228,44.08529,FAILURE,"CARLSBAD, NM",30959.07929,49,5/4/1990,15479,,11/16/1990,,1990,6957,0,,8807,585.32227,RTC,SECURITY FEDERAL SAVINGS BANK,0,2,,5/4/1990,NM,,0,15479.0,,26778.97191,,SB,2,0,7228,34154,,2752,West
1949,6/22/1990,32768,SAN MATEO,,CA,I,5,772,1461,1/1/1995,1461,7/1/1992,WESTCAL NB,,5/4/1990,IDT,SL,,33058,31982.0,8829,3087,3087,3087,3/31/1990,,3154,3153,3146,3146,380775,,26730,30-Nov-22,51805,na,1397,,51805.0,61,,61,3170,3160,,3158,1461,1461,772,,1461,1461,1461,1461,SOUTH SAN FRANCISCO,1/31/2022,,1461,3207,1461,3192,1461,1461,3208.2668,,3283.44074,3283,46145.0,DTNNN,7100,-85.272,FAILURE,"SOUTH SAN FRANCISCO, CA",34829.50945,439,5/4/1990,1461,,6/22/1990,T,1990,7688,0,,8824,2159.13012,RTC,PENINSULA S & LA,0,2,,5/4/1990,CA,,0,1461.0,,35884.62626,,SL,2,0,7100,46145,,2753,West
1950,12/14/1990,120254,NONE,,MS,I,5,38893,16308,12/1/2006,16308,8/1/2006,PAYOUT,,5/8/1990,PO,SL,,33040,32411.0,8235,11103,11103,11105,3/31/1990,,12770,12971,11807,11807,62370,,,30-Nov-22,172343,na,35336,,172343.0,1557,,1557,16771,12800,,12862,16308,16308,38893,,16308,16308,16308,16308,BATESVILLE,1/31/2022,,16308,22138,16308,20971,16308,16308,30593.9237,,31034.0398,31034,148703.0,PONNN,7259,0,FAILURE,"BATESVILLE, MS",93246.84886,1,5/8/1990,16308,,12/14/1990,T,1990,8841,425,,8880,0,RTC,"MISSISSIPPI SAVINGS BANK, FSB",0,2,,5/8/1990,NA,,0,16308.0,,156013.37592,,SL,2,0,7259,148703,,2754,South
1951,5/9/1990,6154,DENVER,,CO,I,5,,2442,5/1/1997,2442,7/1/1996,"THE WOMEN'S BANK, N.A.",,5/9/1990,PA,N,,,25052.0,,2442,2442,2442,3/31/1990,,2442,2442,2442,2442,843252,,22683,30-Nov-22,15234,na,3860,,15234.0,113,0,113,2442,2442,,2442,2442,2442,,,2442,2442,2442,2442,DENVER,1/31/2022,,2442,2442,2442,2442,2442,2442,2363.7204,,2442.1732,2442,14917.0,PANNN,4195,443.8929,FAILURE,"DENVER, CO",0.00033,-60,,2442,,5/9/1990,T,1990,,0,,,9977.92253,BIF,CHANCERY NATIONAL BANK,0,2,,,CO,,0,2442.0,,13996.2731,,N,1,807,4195,14917,0,2755,West
1952,5/10/1990,8452,LONGVIEW,,TX,I,5,,6291,2/1/1997,6291,7/1/1996,TEXAS NATIONAL BANK,,5/10/1990,PA,N,,,16108.0,,6291,6291,6291,3/31/1990,,6291,6291,6291,6291,526957,,25294,30-Nov-22,28574,na,7345,,28574.0,-262,0,-262,6291,6291,,6291,6291,6291,,,6291,6291,6291,6291,GRAND SALINE,1/31/2022,,6291,6291,6291,6291,6291,6291,6448.9209,,6290.79667,6291,28669.0,PANNN,4197,1.10164,FAILURE,"GRAND SALINE, TX",1468810.0333,0,,6291,,5/10/1990,T,1990,,0,,,19964.07819,BIF,FIRST NATIONAL BANK OF GRAND SALINE,0,2,,,TX,,0,6291.0,,28438.3255,,N,1,54,4197,28669,0,2756,South
1953,5/10/1990,17554,DALLAS,,TX,I,5,,2305,12/1/1996,2305,6/1/1996,COMERICA BANK-TEXAS,,5/10/1990,PA,N,,,19026.0,,2305,2305,2305,3/31/1990,,2305,2305,2305,2305,830654,,1493,30-Nov-22,44494,na,6867,,44494.0,-1563,0,-1563,2305,2305,,2305,2305,2305,,,2305,2305,2305,2305,DALLAS,1/31/2022,,2305,2305,2305,2305,2305,2305,2411.101,,2304.919,2305,45691.0,PANNN,4196,-664.95882,FAILURE,"DALLAS, TX",-842.28873,0,,2305,,5/10/1990,T,1990,,0,,,36926.90614,BIF,COMMONWEALTH NATIONAL BANK,0,2,,,TX,,0,2305.0,,43939.91165,,N,1,328,4196,45691,0,2757,South
1954,5/10/1990,4056,DENVER,,CO,I,5,,2224,3/1/1994,2224,1/1/1994,OMNIBANK SOUTHEAST,,5/10/1990,PA,N,,,23527.0,,2224,2224,2224,3/31/1990,,2224,2224,2224,2224,914059,,22100,30-Nov-22,15317,na,4098,,15317.0,-120,0,-120,2224,2224,,2224,2224,2224,,,2224,2224,2224,2224,DENVER,1/31/2022,,2224,2224,2224,2224,2224,2224,2224.326,,2224.326,2224,14568.0,PANNN,4199,3.14024,FAILURE,"DENVER, CO",11287.34587,-338,,2224,,5/10/1990,T,1990,,0,,,12218.97533,BIF,DOMINION NATIONAL BANK OF DENVER,0,2,,,CO,,0,2224.0,,15124.52135,,N,1,539,4199,14568,0,2758,West
1955,5/10/1990,12720,PFLUGERVILLE,,TX,I,5,,8608,6/1/1996,8608,11/1/1995,HIBERNIA NATIONAL BANK IN T,,5/10/1990,PA,N,,,23699.0,,8608,8608,8608,3/31/1990,,8608,8608,8608,8608,636258,,27569,30-Nov-22,24070,na,9295,,24070.0,-2705,0,-2705,8608,8608,,8608,8608,8608,,,8608,8608,8608,8608,DESOTO,1/31/2022,,8608,8608,8608,8608,8608,8608,8741.2196,,8607.878,8608,26512.0,PANNN,4198,-0.01,FAILURE,"DESOTO, TX",-103.0813,0,,8608,,5/10/1990,T,1990,,0,,,3601.62238,BIF,FIRST NATIONAL BANK OF DESOTO,0,2,,,TX,,0,8608.0,,25452.25989,,N,1,134,4198,26512,0,2759,South
1956,,,,3,WI,,,,,,0,,,,3/18/1939,P&A,NM,,,,,0,0,0,,,0,0,0,0,,,,,,na,,Mar,,,,,0,0,,0,,,,,,,,,EDEN,,3/18/1939,0,0,0,0,0,0,0,18,0,0,179.0,,,,FAILURE,"EDEN, WI",,,,,3/18/2022,,,1939,,,P&A,,,BIF,EDEN STATE BANK,,,,,,,,,,,,NM,1,,0,,,276,Midwest
1957,7/6/1990,100822,NONE,,MN,I,5,33515,43841,6/1/2003,43841,1/1/2001,BRANCH SALE,,5/11/1990,IDT,SB,,33057,29182.0,8827,50859,50858,50860,3/31/1990,,51130,51124,51097,51097,906577,,5276,30-Nov-22,161452,na,30064,,161452.0,-11567,,-11567,51245,51154,,51146,43841,43841,31400,,43841,43841,43841,43841,WINDOM,1/31/2022,,43841,51479,43841,51318,43841,43841,53401.9745,,52115.31231,52115,133233.0,DTNNN,7121,-68.31229,FAILURE,"WINDOM, MN",237661.93437,2447,5/11/1990,43841,,7/6/1990,T,1990,3058,0,,8241,3738.21708,RTC,"UNITED SAVINGS BANK, FSB",0,2,,5/11/1990,NA,,0,43841.0,,132176.84171,,SB,2,0,7121,133233,,2760,Midwest
1958,8/9/1991,43850,NONE,,TX,I,5,38684,41210,1/1/1995,41210,,PAYOUT,,5/11/1990,PO,SL,,33043,31134.0,8832,41810,41810,41810,3/31/1990,,41922,41920,41908,41908,627274,,,30-Nov-22,137288,na,7437,,137288.0,1992,,1992,41949,41932,,41929,41210,41210,38684,,41210,41210,41210,41210,ARLINGTON,1/31/2022,,41210,42010,41210,41986,41210,41210,42076.3308,,42137.13623,42137,124286.0,PONNN,7401,-30195.62976,FAILURE,"ARLINGTON, TX",82611.81004,21,5/11/1990,41210,,8/9/1991,,1990,6439,0,,8295,0,RTC,THE FEDERAL SAVINGS BANC FA,0,2,,5/11/1990,NA,,0,41210.0,,51266.04621,,SL,2,0,7401,124286,,2761,South
1959,6/21/1991,675,FRANKLIN,,LA,I,5,2624,1414,8/1/1993,1414,10/1/1992,TECHE FSB,,5/11/1990,PA,SL,,33041,31508.0,8826,2323,2323,2323,3/31/1990,,2358,2357,2353,2353,254979,,29028,30-Nov-22,20360,na,791,,20360.0,-628,,-628,2366,2361,,2360,1414,1414,2334,,1414,1414,1414,1414,BREAUX BRIDGE,1/31/2022,,1414,2384,1414,2377,1414,1414,2376.7456,,2423.09645,2423,20901.0,PANNN,7312,-0.17312,FAILURE,"BREAUX BRIDGE, LA",17862.11446,0,5/11/1990,1414,,6/21/1991,T,1990,7091,0,,8810,14836.75866,RTC,FIRST FSA OF BREAUX BRIDGE,0,2,,5/11/1990,LA,,0,1414.0,,16302.5435,,SL,2,0,7312,20901,,2762,South
1960,8/16/1991,4386,MEEKER,,CO,I,5,7490,4904,3/1/2002,4904,1/1/1999,FIRST NB OF MEEKER,,5/11/1990,PA,SB,,33042,32576.0,8476,6061,6061,6062,3/31/1990,,6112,6110,6105,6105,917274,,3041,30-Nov-22,28089,na,4921,,28089.0,-4450,,-4450,6122,6116,,6114,4904,4904,6784,,4904,4904,4904,4904,CRAIG,1/31/2022,,4904,6192,4904,6139,4904,4904,6717.18,,7382.04046,7382,31038.0,PANNN,7406,23.21115,FAILURE,"CRAIG, CO",24774.45047,0,5/11/1990,4904,,8/16/1991,T,1990,8824,0,,8878,14398.31846,RTC,GREAT WEST FEDERAL SAVINGS BANK,0,2,,5/11/1990,CO,,0,4904.0,,23705.31298,,SB,2,0,7406,31038,,2763,West
1961,12/13/1990,164670,NONE,,NJ,I,5,24523,21053,11/1/1996,21053,10/1/1995,PAYOUT,,5/15/1990,PO,SL,,33045,30147.0,8837,32528,32527,32530,3/31/1990,,32928,32919,32878,32878,932576,,,30-Nov-22,245785,na,25514,,245785.0,769,,769,33023,32963,,32951,21053,21053,24523,,21053,21053,21053,21053,PATERSON,1/31/2022,,21053,33238,21053,33153,21053,21053,32251.1077,,33692.21305,33692,244812.0,PANNN,7261,0.84563,FAILURE,"PATERSON, NJ",162371.66701,1,5/15/1990,21053,,12/13/1990,T,1990,4839,0,,8882,0,RTC,UNITED SAVINGS FSB,0,2,,5/15/1990,NA,,0,21053.0,,190182.74473,,SL,2,0,7261,244812,,2764,Northeast
1962,5/17/1990,29486,DALLAS,,TX,I,5,,32877,9/1/1997,32877,8/1/1996,NCNB TEXAS NATIONAL BANK,,5/17/1990,PA,N,,,3216.0,,32877,32877,32877,3/31/1990,,32877,32877,32877,32877,321554,,27306,30-Nov-22,71615,na,34995,,71615.0,-1914,1,-1914,32877,32877,,32877,32877,32877,,,32877,32877,32877,32877,GEORGETOWN,1/31/2022,,32877,32877,32877,32877,32877,32877,33129.7477,,32783.65947,32877,70280.0,PANNN,4200,63.3,FAILURE,"GEORGETOWN, TX",66150.91906,0,,32877,,5/17/1990,T,1990,,0,,,8407.16245,BIF,THE FIRST NATIONAL BANK OF GEORGETOWN,0,2,,,TX,,0,32877.0,,71232.36608,,N,1,1621,4200,70280,0,2765,South
1963,5/17/1990,21738,GIDDINGS,,TX,I,5,,10857,5/1/1997,10857,9/1/1996,CITIZENS STATE BANK,,5/17/1990,PA,N,,,5547.0,,10857,10857,10857,3/31/1990,,10857,10857,10857,10857,598169,,11182,30-Nov-22,74001,na,13514,,74001.0,-6807,0,-6807,10857,10857,,10857,10857,10857,,,10857,10857,10857,10857,TAYLOR,1/31/2022,,10857,10857,10857,10857,10857,10857,11445.0271,,10054.29227,10857,79791.0,PANNN,4201,-10.99,FAILURE,"TAYLOR, TX",77830.72885,-710,,10857,,5/17/1990,T,1990,,0,,,65437.26473,BIF,FIRST-TAYLOR NATIONAL BANK,0,2,,,TX,,0,10857.0,,76644.14191,,N,1,917,4201,79791,0,2766,South
1964,5/18/1990,226388,BOSTON,,MA,I,5,,95568,9/1/1999,95568,5/1/1999,THE FIRST NATIONAL BANK OF,,5/18/1990,IDT,SI,,,26862.0,,95568,95568,95568,3/31/1990,,95568,95568,95568,95568,64075,,2558,30-Nov-22,392219,na,154576,,392219.0,-12673,0,-12673,95568,95568,,95568,95568,95568,,,95568,95568,95568,95568,BOSTON,1/31/2022,,95568,95665,95568,95568,95568,95568,96581.2151,,95033.02167,95258,390997.0,DTMNN,4202,12.26057,FAILURE,"BOSTON, MA",347870.79123,0,,95568,,5/18/1990,T,1990,,0,,,3180.0836,BIF,"MERCHANTSBANK OF BOSTON, A CO-OP",0,2,,,MA,,0,95568.0,,368894.04187,,SI,1,13785,4202,390997,0,2767,Northeast
1965,8/16/1991,18054,NONE,,LA,I,5,21655,18829,4/1/2000,18829,8/1/1998,PAYOUT,,5/18/1990,PO,SL,,33047,28811.0,8840,19392,19392,19392,3/31/1990,,19447,19446,19440,19440,639679,,,30-Nov-22,55046,na,8818,,55046.0,-158,,-158,19460,19452,,19450,18829,18829,21655,,18829,18829,18829,18829,JONESBORO,1/31/2022,,18829,19520,18829,19481,18829,18829,19959.0041,,19771.34244,19771,54058.0,PONNN,7407,51.10225,FAILURE,"JONESBORO, LA",35376.66414,1,5/18/1990,18829,,8/16/1991,T,1990,2406,0,,8884,0,RTC,JONESBORO FEDERAL SA,0,2,,5/18/1990,NA,,0,18829.0,,26870.64332,,SL,2,0,7407,54058,,2768,South
1966,7/19/1991,24624,DALLAS,,TX,I,5,36770,29614,11/1/1999,29614,9/1/1999,"BANC ONE TX, NA",,5/18/1990,PA,SL,,33049,28944.0,8842,35356,35355,35357,3/31/1990,,35612,35606,35580,35580,776574,,27474,30-Nov-22,174251,na,25749,,174251.0,-3301,,-3301,35673,35634,,35626,29614,29614,34669,,29614,29614,29614,29614,CONROE,1/31/2022,,29614,35978,29614,35756,29614,29614,38655.3833,,38400.12483,38400,146206.0,PANNN,7364,-0.01,FAILURE,"CONROE, TX",141106.18487,0,5/18/1990,29614,,7/19/1991,T,1990,2659,0,,8228,84547.26703,RTC,FIRST FEDERAL SAVINGS OF CONROE,0,2,,5/18/1990,TX,,0,29614.0,,134920.1971,,SL,2,0,7364,146206,,2769,South
1967,,,,3,IN,,,,,,0,,,,3/18/1939,PO,NM,,,,,0,0,0,,,0,0,0,0,,,,,,na,,Mar,168.0,,,,0,0,,0,,,,,,,,,FULTON,,3/18/1939,0,0,0,0,0,0,0,18,0,0,137.0,,,,FAILURE,"FULTON, IN",,,,,3/18/2022,,,1939,,,PO,,,BIF,THE FULTON STATE BANK,,,,,,,,,,,,NM,1,,0,,,277,Midwest
1968,8/2/1991,23548,WELSH,,LA,I,5,12963,10978,12/1/1995,10978,,AMERICAN BANK,,5/18/1990,IDT,SL,,33046,29130.0,8851,11780,11780,11780,3/31/1990,,11839,11838,11832,11832,715573,,19594,30-Nov-22,54070,na,4538,,54070.0,-2172,,-2172,11854,11845,,11843,10978,10978,12959,,10978,10978,10978,10978,JENNINGS,1/31/2022,,10978,11886,10978,11873,10978,10978,11891.6746,,11953.33035,11953,55946.0,DTNNN,7388,3919.85006,FAILURE,"JENNINGS, LA",34572.72959,3,5/18/1990,10978,,8/2/1991,,1990,2959,0,,8237,58.12772,RTC,JENNINGS FSA,0,2,,5/18/1990,LA,,0,10978.0,,28140.82541,,SL,2,0,7388,55946,,2770,South
1969,6/28/1991,35424,AMARILLO,,TX,I,5,16587,16565,7/1/1993,16565,7/1/1992,AMARILLO NB,,5/18/1990,PA,SL,,33048,30432.0,8848,17258,17258,17259,3/31/1990,,17357,17355,17345,17345,393270,,14531,30-Nov-22,63198,na,10707,,63198.0,-5506,,-5506,17381,17366,,17363,16565,16565,16446,,16565,16565,16565,16565,BORGER,1/31/2022,,16565,17434,16565,17413,16565,16565,17508.9117,,17545.75306,17546,53681.0,PANNN,7339,2.72491,FAILURE,"BORGER, TX",8.86672,-121,5/18/1990,16565,,6/28/1991,T,1990,5327,0,,8634,2579.13712,RTC,FIRST FSA,0,2,,5/18/1990,TX,,0,16565.0,,48830.55113,,SL,2,0,7339,53681,,2771,South
1970,7/26/1991,2360241,NONE,,TX,I,5,704171,390465,8/1/2004,390465,6/1/2004,BRANCH SALE,PO,5/18/1990,PI,SL,,33084,30592.0,8865,448245,448213,448291,3/31/1990,,460006,459620,458446,458446,351476,,29155,30-Nov-22,5325053,na,2109560,,5325053.0,-264855,,-264855,461953,461035,,460600,390465,390465,688075,,390465,390465,390465,390465,DALLAS,1/31/2022,,390465,468101,390465,465257,390465,390465,542193.8778,,525681.2024,525681,3767794.0,PONNN,7378,432604.0021,FAILURE,"DALLAS, TX",2969457.364,10827,6/15/1990,390465,,7/26/1991,T,1990,5603,0,,8280,283409.67293,RTC,SOUTHWEST SAVINGS ASSOCIATION,0,2,,5/18/1990,NA,,0,390465.0,,4742386.6138,,SL,2,-113,7378,3767794,,2772,South
1971,5/24/1990,65,MARYVILLE,,MO,I,5,,5583,8/1/1993,5583,10/1/1991,CITIZENS NATIONAL BANK,,5/24/1990,PA,SM,,,11456.0,,5583,5583,5583,3/31/1990,,5583,5583,5583,5583,381455,,1420,30-Nov-22,42268,na,9,,42268.0,-5070,0,-5070,5583,5583,,5583,5583,5583,,,5583,5583,5583,5583,ALBANY,1/31/2022,,5583,5583,5583,5583,5583,5583,5582.6367,,5582.637,5583,46328.0,TABAN,4205,-0.01,FAILURE,"ALBANY, MO",44807.9609,0,,5583,,5/24/1990,T,1990,,0,,,43676.40465,BIF,GENTRY COUNTY BANK,0,2,,,MO,,0,5583.0,,43750.61397,,SM,1,0,4205,46328,0,2773,Midwest
1972,5/24/1990,1113,NAVASOTA,,TX,I,5,,3327,6/1/1995,3327,5/1/1994,FIRST BANK,,5/24/1990,PA,NM,,,15366.0,,3327,3327,3327,3/31/1990,,3327,3327,3327,3327,298151,,27024,30-Nov-22,19438,na,2505,,19438.0,-299,0,-299,3327,3327,,3327,3327,3327,,,3327,3327,3327,3327,BROOKSHIRE,1/31/2022,,3327,3327,3327,3327,3327,3327,3326.61,,3326.61,3327,19590.0,TASNN,4204,5509.54309,FAILURE,"BROOKSHIRE, TX",17578.04405,0,,3327,,5/24/1990,T,1990,,0,,,15070.90772,BIF,FARMERS STATE BANK OF BROOKSHIRE,0,2,,,TX,,0,3327.0,,18553.95364,,NM,1,-6,4204,19590,0,2774,South
1973,5/24/1990,31623,HOUSTON,,TX,I,5,,34809,10/1/1996,34809,2/1/1996,COMPASS BANK HOUSTON,,5/24/1990,PA,N,,,24896.0,,34809,34809,34809,3/31/1990,,34809,34809,34809,34809,788755,,27419,30-Nov-22,75928,na,30105,,75928.0,-6088,0,-6088,34809,34809,,34809,34809,34809,,,34809,34809,34809,34809,HOUSTON,1/31/2022,,34809,34809,34809,34809,34809,34809,35925.7089,,34808.712,34809,73263.0,PANNN,4207,2.40227,FAILURE,"HOUSTON, TX",68334.99917,-6933,,34809,,5/24/1990,T,1990,,0,,,43101.42831,BIF,"MEMORIAL BANK, NATIONAL ASSOCIATION",0,2,,,TX,,0,34809.0,,74384.96823,,N,1,-1241,4207,73263,0,2775,South
1974,5/24/1990,8390,DALLAS,,TX,I,5,,4461,12/1/1996,4461,6/1/1996,COMERICA BANK-TEXAS,,5/24/1990,PA,N,,,25100.0,,4461,4461,4461,3/31/1990,,4461,4461,4461,4461,1003651,,1493,30-Nov-22,16389,na,5193,,16389.0,-774,0,-774,4461,4461,,4461,4461,4461,,,4461,4461,4461,4461,DALLAS,1/31/2022,,4461,4461,4461,4461,4461,4461,4493.7695,,4460.694,4461,17059.0,PANNN,4206,-6014.46645,FAILURE,"DALLAS, TX",14289.88441,0,,4461,,5/24/1990,T,1990,,0,,,2315.82235,BIF,MIDWAY NATIONAL BANK,0,2,,,TX,,0,4461.0,,15110.24666,,N,1,201,4206,17059,0,2776,South
1975,12/7/1990,230840,NONE,,AR,I,5,56583,45217,7/1/1999,45217,11/1/1998,BRANCH SALE,,5/25/1990,PA,SB,,33055,27980.0,8838,58238,58236,58241,3/31/1990,,59027,59009,58930,58930,906979,,28910,30-Nov-22,450689,na,31003,,450689.0,-11562,,-11562,59215,59097,,59073,45217,45217,53370,,45217,45217,45217,45217,FORT SMITH,1/31/2022,,45217,59793,45217,59472,45217,45217,62558.2101,,61047.53332,61048,444172.0,PANNN,7247,-41.16234,FAILURE,"FORT SMITH, AR",382693.30989,68684,5/25/1990,45217,,12/7/1990,T,1990,668,0,,8692,161565.10317,RTC,FIRST AMERICAN FEDERAL SAVINGS,0,2,,5/25/1990,NA,,0,45217.0,,354723.87884,,SB,2,0,7247,444172,,2777,South
1976,6/7/1991,164097,VICTORIA,,TX,I,5,56765,29593,5/1/1999,29593,2/1/1999,VICTORIA B&TC,,5/25/1990,IDT,SL,,33054,29324.0,8830,36498,36497,36500,3/31/1990,,36968,36957,36910,36910,57675,,16931,30-Nov-22,232334,na,53107,,232334.0,-318,,-318,37079,37009,,36995,29593,29593,56607,,29593,29593,29593,29593,NEW BRAUNFELS,1/31/2022,,29593,37253,29593,37232,29593,29593,40318.149,,39130.72331,39131,209021.0,DTNNN,7310,73.63945,FAILURE,"NEW BRAUNFELS, TX",183082.70879,2170,5/25/1990,29593,,6/7/1991,T,1990,3281,0,,8249,11837.66082,RTC,FIRST FEDERAL SAVINGS & LOAN,0,2,,5/25/1990,TX,,0,29593.0,,226882.4916,,SL,2,-11,7310,209021,,2778,South
1977,8/31/1990,759358,HATO REY,,PR,I,5,161743,231272,6/1/2007,231272,4/1/2007,BANCO SANTANDER PR,,5/25/1990,PA,SB,,31078,31078.0,6344,283316,283306,283329,3/31/1990,,286618,286604,286295,231309,695479,,20828,30-Nov-22,1639132,na,385664,,1639132.0,44474,,44474,287032,286828,,286789,231272,231272,119625,,231272,231272,231272,231272,CAGUAS,1/31/2022,,231272,288873,231272,287683,231272,231272,317410.8706,,296382.566,296383,1255567.0,PANNN,7151,0,FAILURE,"CAGUAS, PR",912517.3388,591921,,231272,,8/31/1990,T,1990,6344,0,,8865,1084838.9204,RTC,CAGAUS-CENTRAL FEDERAL SAVINGS,0,2,,5/25/1990,PR,,0,231272.0,,1637940.141,,SB,2,0,7151,1255567,,2779,
